Timestep	No_Moles	No_Specs
650.0027	260	26
650.2027	273	25
650.4027	255	25
650.6027	240	25
650.8027	268	26
651.0027	258	25
651.2027	245	24
651.4027	246	23
651.6027	266	26
651.8027	241	25
652.0027	241	27
652.2027	265	24
652.4027	269	28
652.6027	261	26
652.8027	260	21
653.0027	255	23
653.2027	245	24
653.4027	243	25
653.6027	242	24
653.8027	258	22
654.0027	244	24
654.2027	255	25
654.4027	251	22
654.6027	245	22
654.8027	241	22
655.0027	251	24
655.2027	248	24
655.4027	252	24
655.6027	263	25
655.8027	240	23
656.0027	248	24
656.2027	234	23
656.4027	247	23
656.6027	253	23
656.8027	267	25
657.0027	262	21
657.2027	253	23
657.4027	262	25
657.6027	266	25
657.8027	252	23
658.0027	260	24
658.2027	251	22
658.4027	266	25
658.6027	253	23
658.8027	254	22
659.0027	250	21
659.2027	261	23
659.4027	252	24
659.6027	253	23
659.8027	238	21
660.0027	265	27
660.2027	248	23
660.4027	256	22
660.6027	243	23
660.8027	248	21
661.0027	241	24
661.2027	246	23
661.4027	246	21
661.6027	244	21
661.8027	256	22
662.0027	255	24
662.2027	237	24
662.4027	246	24
662.6027	247	27
662.8027	257	27
663.0027	250	22
663.2027	260	22
663.4027	253	25
663.6027	251	24
663.8027	257	26
664.0027	254	23
664.2027	262	24
664.4027	269	25
664.6027	261	27
664.8027	265	23
665.0027	265	23
665.2027	252	24
665.4027	245	22
665.6027	256	26
665.8027	246	23
666.0027	272	25
666.2027	266	26
666.4027	266	23
666.6027	259	22
666.8027	262	24
667.0027	262	27
667.2027	245	25
667.4027	250	22
667.6027	257	22
667.8027	261	24
668.0027	257	23
668.2027	242	22
668.4027	269	23
668.6027	248	22
668.8027	258	21
669.0027	262	24
669.2027	255	23
669.4027	258	26
669.6027	248	26
669.8027	246	23
670.0027	260	23
670.2027	239	24
670.4027	257	25
670.6027	266	27
670.8027	258	21
671.0027	262	23
671.2027	266	25
671.4027	254	24
671.6027	247	22
671.8027	241	25
672.0027	252	22
672.2027	269	26
672.4027	261	22
672.6027	244	22
672.8027	242	26
673.0027	258	23
673.2027	252	22
673.4027	240	21
673.6027	254	23
673.8027	251	23
674.0027	258	23
674.2027	244	23
674.4027	261	23
674.6027	251	23
674.8027	274	27
675.0027	237	22
675.2027	270	25
675.4027	264	22
675.6027	256	24
675.8027	252	21
676.0027	254	25
676.2027	238	22
676.4027	268	24
676.6027	241	22
676.8027	242	22
677.0027	242	24
677.2027	258	27
677.4027	239	23
677.6027	250	21
677.8027	260	23
678.0027	244	21
678.2027	252	23
678.4027	255	21
678.6027	261	23
678.8027	247	21
679.0027	261	21
679.2027	254	21
679.4027	279	23
679.6027	251	25
679.8027	264	24
680.0027	263	24
680.2027	262	22
680.4027	253	22
680.6027	262	25
680.8027	262	24
681.0027	245	23
681.2027	243	24
681.4027	257	24
681.6027	259	24
681.8027	259	24
682.0027	249	24
682.2027	254	24
682.4027	245	25
682.6027	255	24
682.8027	255	24
683.0027	254	23
683.2027	253	24
683.4027	272	23
683.6027	248	20
683.8027	265	24
684.0027	251	23
684.2027	262	23
684.4027	256	27
684.6027	260	26
684.8027	262	24
685.0027	244	24
685.2027	252	22
685.4027	254	22
685.6027	260	23
685.8027	262	25
686.0027	247	25
686.2027	267	26
686.4027	272	23
686.6027	263	25
686.8027	258	24
687.0027	257	25
687.2027	256	24
687.4027	242	22
687.6027	266	24
687.8027	267	24
688.0027	248	22
688.2027	270	24
688.4027	252	23
688.6027	258	24
688.8027	255	22
689.0027	263	26
689.2027	256	23
689.4027	251	25
689.6027	257	20
689.8027	252	21
690.0027	257	27
690.2027	251	25
690.4027	260	24
690.6027	264	21
690.8027	269	22
691.0027	262	25
691.2027	248	24
691.4027	251	24
691.6027	259	24
691.8027	253	22
692.0027	261	23
692.2027	264	22
692.4027	246	22
692.6027	263	23
692.8027	262	25
693.0027	258	22
693.2027	249	23
693.4027	253	23
693.6027	258	23
693.8027	263	20
694.0027	261	23
694.2027	254	22
694.4027	262	24
694.6027	258	26
694.8027	288	24
695.0027	264	24
695.2027	268	22
695.4027	273	26
695.6027	263	24
695.8027	270	24
696.0027	263	24
696.2027	252	23
696.4027	270	25
696.6027	253	25
696.8027	261	22
697.0027	253	23
697.2027	255	20
697.4027	260	23
697.6027	248	20
697.8027	249	20
698.0027	270	22
698.2027	255	20
698.4027	250	20
698.6027	245	21
698.8027	252	24
699.0027	253	22
699.2027	261	20
699.4027	263	22
699.6027	276	21
699.8027	267	22
700.0027	267	20
700.2027	250	20
700.4027	268	20
700.6027	268	24
700.8027	261	22
701.0027	242	21
701.2027	257	20
701.4027	258	25
701.6027	268	23
701.8027	252	22
702.0027	251	21
702.2027	256	23
702.4027	253	22
702.6027	265	25
702.8027	262	24
703.0027	277	25
703.2027	260	21
703.4027	252	22
703.6027	254	22
703.8027	242	20
704.0027	246	21
704.2027	254	25
704.4027	246	21
704.6027	247	22
704.8027	238	21
705.0027	255	23
705.2027	267	23
705.4027	243	20
705.6027	252	22
705.8027	242	22
706.0027	253	20
706.2027	246	22
706.4027	256	22
706.6027	274	21
706.8027	245	22
707.0027	266	22
707.2027	257	24
707.4027	248	21
707.6027	253	21
707.8027	248	21
708.0027	262	22
708.2027	262	20
708.4027	260	23
708.6027	244	22
708.8027	270	21
709.0027	251	23
709.2027	252	23
709.4027	245	23
709.6027	274	24
709.8027	271	22
710.0027	264	20
710.2027	246	21
710.4027	252	22
710.6027	248	20
710.8027	263	22
711.0027	262	23
711.2027	268	21
711.4027	258	20
711.6027	255	21
711.8027	261	21
712.0027	262	24
712.2027	255	20
712.4027	253	21
712.6027	271	20
712.8027	254	23
713.0027	252	22
713.2027	247	20
713.4027	255	19
713.6027	266	20
713.8027	261	20
714.0027	273	24
714.2027	258	24
714.4027	254	21
714.6027	261	22
714.8027	265	21
715.0027	268	20
715.2027	262	22
715.4027	259	21
715.6027	258	23
715.8027	249	21
716.0027	272	24
716.2027	273	22
716.4027	271	22
716.6027	261	24
716.8027	253	24
717.0027	262	18
717.2027	259	22
717.4027	268	22
717.6027	258	21
717.8027	250	20
718.0027	263	24
718.2027	258	21
718.4027	264	23
718.6027	273	20
718.8027	272	23
719.0027	256	20
719.2027	263	23
719.4027	273	21
719.6027	267	23
719.8027	257	23
720.0027	247	23
720.2027	257	20
720.4027	247	21
720.6027	263	21
720.8027	252	20
721.0027	260	21
721.2027	254	19
721.4027	258	21
721.6027	245	20
721.8027	244	19
722.0027	268	22
722.2027	257	21
722.4027	244	21
722.6027	252	21
722.8027	254	18
723.0027	268	24
723.2027	243	20
723.4027	257	20
723.6027	251	19
723.8027	259	19
724.0027	257	20
724.2027	276	22
724.4027	263	20
724.6027	267	20
724.8027	269	21
725.0027	244	21
725.2027	256	21
725.4027	271	21
725.6027	265	24
725.8027	277	22
726.0027	258	20
726.2027	266	23
726.4027	274	23
726.6027	258	20
726.8027	247	20
727.0027	255	19
727.2027	250	24
727.4027	249	20
727.6027	263	21
727.8027	258	22
728.0027	265	24
728.2027	257	21
728.4027	260	21
728.6027	257	22
728.8027	270	22
729.0027	256	22
729.2027	273	23
729.4027	271	22
729.6027	271	25
729.8027	258	21
730.0027	249	24
730.2027	267	22
730.4027	271	21
730.6027	259	23
730.8027	267	23
731.0027	267	24
731.2027	267	23
731.4027	249	22
731.6027	259	24
731.8027	254	20
732.0027	271	24
732.2027	268	24
732.4027	275	22
732.6027	271	24
732.8027	262	21
733.0027	267	23
733.2027	265	24
733.4027	264	24
733.6027	243	25
733.8027	251	23
734.0027	257	23
734.2027	259	22
734.4027	247	24
734.6027	267	22
734.8027	253	21
735.0027	252	22
735.2027	262	23
735.4027	268	26
735.6027	246	22
735.8027	253	21
736.0027	250	23
736.2027	252	22
736.4027	251	22
736.6027	264	23
736.8027	260	23
737.0027	258	20
737.2027	264	22
737.4027	272	24
737.6027	248	22
737.8027	247	22
738.0027	262	23
738.2027	253	23
738.4027	260	24
738.6027	261	23
738.8027	264	20
739.0027	260	22
739.2027	255	23
739.4027	256	22
739.6027	254	24
739.8027	269	23
740.0027	261	24
740.2027	257	22
740.4027	259	21
740.6027	252	19
740.8027	261	21
741.0027	260	21
741.2027	247	19
741.4027	252	23
741.6027	260	19
741.8027	250	18
742.0027	258	22
742.2027	252	19
742.4027	249	19
742.6027	249	19
742.8027	259	21
743.0027	280	21
743.2027	254	23
743.4027	265	24
743.6027	254	20
743.8027	265	22
744.0027	253	19
744.2027	258	22
744.4027	267	20
744.6027	261	20
744.8027	266	19
745.0027	261	20
745.2027	245	22
745.4027	254	16
745.6027	264	20
745.8027	291	24
746.0027	267	19
746.2027	267	21
746.4027	247	20
746.6027	266	22
746.8027	260	19
747.0027	262	21
747.2027	271	21
747.4027	277	21
747.6027	255	19
747.8027	263	21
748.0027	258	19
748.2027	252	21
748.4027	251	20
748.6027	260	20
748.8027	262	19
749.0027	268	22
749.2027	254	18
749.4027	271	20
749.6027	266	20
749.8027	275	20
750.0027	266	20
750.2027	260	20
750.4027	269	22
750.6027	266	21
750.8027	274	22
751.0027	278	22
751.2027	265	22
751.4027	249	19
751.6027	271	21
751.8027	274	18
752.0027	259	21
752.2027	266	20
752.4027	260	20
752.6027	253	19
752.8027	271	23
753.0027	271	21
753.2027	258	20
753.4027	257	20
753.6027	280	21
753.8027	274	19
754.0027	263	22
754.2027	264	19
754.4027	249	18
754.6027	270	20
754.8027	268	21
755.0027	255	21
755.2027	271	20
755.4027	255	15
755.6027	264	21
755.8027	263	18
756.0027	267	20
756.2027	258	21
756.4027	259	19
756.6027	270	20
756.8027	270	20
757.0027	269	21
757.2027	266	20
757.4027	265	21
757.6027	276	22
757.8027	253	20
758.0027	252	19
758.2027	260	21
758.4027	271	22
758.6027	282	22
758.8027	270	21
759.0027	260	18
759.2027	266	22
759.4027	278	22
759.6027	265	22
759.8027	258	19
760.0027	275	21
760.2027	284	21
760.4027	253	17
760.6027	276	19
760.8027	280	21
761.0027	264	21
761.2027	264	22
761.4027	254	18
761.6027	258	20
761.8027	277	21
762.0027	262	20
762.2027	266	20
762.4027	262	22
762.6027	285	19
762.8027	265	18
763.0027	261	20
763.2027	278	21
763.4027	270	21
763.6027	272	21
763.8027	280	22
764.0027	273	20
764.2027	264	18
764.4027	262	22
764.6027	254	16
764.8027	266	20
765.0027	286	21
765.2027	265	19
765.4027	257	20
765.6027	280	20
765.8027	261	20
766.0027	262	21
766.2027	251	18
766.4027	278	20
766.6027	269	20
766.8027	259	18
767.0027	255	18
767.2027	272	20
767.4027	265	23
767.6027	249	16
767.8027	254	18
768.0027	264	20
768.2027	265	19
768.4027	267	20
768.6027	267	17
768.8027	265	21
769.0027	263	19
769.2027	276	20
769.4027	255	21
769.6027	269	20
769.8027	269	20
770.0027	270	21
770.2027	263	21
770.4027	260	20
770.6027	257	18
770.8027	271	22
771.0027	271	22
771.2027	267	18
771.4027	266	23
771.6027	253	19
771.8027	274	22
772.0027	269	22
772.2027	270	23
772.4027	254	19
772.6027	285	21
772.8027	248	19
773.0027	264	20
773.2027	268	20
773.4027	253	19
773.6027	261	18
773.8027	248	21
774.0027	257	21
774.2027	272	20
774.4027	268	21
774.6027	267	19
774.8027	276	19
775.0027	277	20
775.2027	256	22
775.4027	275	22
775.6027	272	17
775.8027	270	21
776.0027	262	19
776.2027	259	16
776.4027	257	16
776.6027	275	19
776.8027	268	20
777.0027	266	18
777.2027	261	20
777.4027	261	21
777.6027	283	22
777.8027	264	20
778.0027	275	17
778.2027	265	21
778.4027	274	24
778.6027	268	21
778.8027	263	18
779.0027	258	19
779.2027	279	19
779.4027	277	21
779.6027	273	22
779.8027	275	20
780.0027	259	17
780.2027	268	23
780.4027	253	20
780.6027	267	20
780.8027	264	22
781.0027	266	21
781.2027	267	21
781.4027	270	22
781.6027	256	18
781.8027	258	18
782.0027	260	20
782.2027	273	19
782.4027	276	20
782.6027	265	19
782.8027	266	18
783.0027	267	20
783.2027	277	23
783.4027	261	22
783.6027	276	22
783.8027	265	18
784.0027	266	19
784.2027	258	20
784.4027	255	22
784.6027	248	22
784.8027	265	19
785.0027	265	22
785.2027	263	21
785.4027	268	21
785.6027	282	22
785.8027	270	23
786.0027	255	18
786.2027	260	20
786.4027	274	18
786.6027	274	19
786.8027	265	19
787.0027	284	21
787.2027	263	22
787.4027	255	21
787.6027	255	21
787.8027	265	20
788.0027	260	21
788.2027	279	19
788.4027	259	19
788.6027	257	20
788.8027	261	21
789.0027	257	22
789.2027	266	19
789.4027	281	24
789.6027	272	20
789.8027	277	21
790.0027	268	22
790.2027	263	20
790.4027	260	19
790.6027	270	21
790.8027	279	21
791.0027	272	21
791.2027	267	21
791.4027	280	24
791.6027	278	19
791.8027	273	22
792.0027	277	24
792.2027	275	20
792.4027	252	21
792.6027	288	22
792.8027	278	22
793.0027	276	21
793.2027	257	19
793.4027	264	22
793.6027	268	20
793.8027	265	20
794.0027	262	21
794.2027	265	20
794.4027	265	20
794.6027	271	21
794.8027	269	19
795.0027	278	22
795.2027	291	22
795.4027	256	19
795.6027	270	21
795.8027	260	18
796.0027	269	20
796.2027	273	21
796.4027	269	19
796.6027	269	19
796.8027	294	21
797.0027	283	20
797.2027	273	20
797.4027	268	21
797.6027	282	20
797.8027	269	19
798.0027	270	23
798.2027	266	24
798.4027	259	23
798.6027	270	21
798.8027	281	22
799.0027	257	21
799.2027	262	19
799.4027	277	21
799.6027	268	21
799.8027	270	22
800.0027	257	22
800.2027	279	22
800.4027	284	21
800.6027	263	21
800.8027	269	21
801.0027	280	21
801.2027	265	23
801.4027	269	18
801.6027	269	21
801.8027	271	22
802.0027	280	21
802.2027	255	23
802.4027	270	23
802.6027	284	21
802.8027	280	20
803.0027	270	24
803.2027	271	21
803.4027	270	19
803.6027	272	22
803.8027	270	23
804.0027	259	20
804.2027	268	20
804.4027	253	20
804.6027	266	23
804.8027	272	21
805.0027	278	22
805.2027	262	23
805.4027	267	21
805.6027	274	23
805.8027	266	21
806.0027	286	22
806.2027	277	23
806.4027	253	22
806.6027	258	22
806.8027	275	20
807.0027	274	20
807.2027	270	21
807.4027	275	21
807.6027	271	21
807.8027	264	19
808.0027	260	19
808.2027	278	19
808.4027	257	19
808.6027	262	19
808.8027	271	19
809.0027	263	21
809.2027	265	20
809.4027	263	21
809.6027	260	20
809.8027	277	17
810.0027	261	21
810.2027	267	20
810.4027	261	20
810.6027	263	23
810.8027	249	22
811.0027	271	23
811.2027	269	22
811.4027	260	19
811.6027	262	22
811.8027	275	20
812.0027	267	24
812.2027	273	22
812.4027	258	19
812.6027	279	24
812.8027	276	23
813.0027	271	24
813.2027	261	20
813.4027	270	22
813.6027	271	20
813.8027	255	21
814.0027	263	22
814.2027	258	22
814.4027	280	23
814.6027	268	22
814.8027	284	23
815.0027	273	19
815.2027	260	21
815.4027	274	23
815.6027	257	20
815.8027	265	23
816.0027	259	22
816.2027	260	21
816.4027	273	22
816.6027	278	22
816.8027	260	22
817.0027	289	24
817.2027	259	22
817.4027	263	22
817.6027	253	24
817.8027	275	22
818.0027	271	21
818.2027	264	20
818.4027	267	19
818.6027	264	22
818.8027	265	20
819.0027	273	22
819.2027	294	23
819.4027	264	23
819.6027	270	22
819.8027	286	23
820.0027	264	23
820.2027	250	19
820.4027	261	22
820.6027	257	19
820.8027	257	21
821.0027	261	22
821.2027	272	21
821.4027	274	22
821.6027	265	22
821.8027	262	21
822.0027	287	24
822.2027	255	21
822.4027	271	23
822.6027	273	19
822.8027	262	19
823.0027	279	22
823.2027	254	21
823.4027	257	22
823.6027	267	21
823.8027	269	20
824.0027	263	22
824.2027	256	20
824.4027	256	21
824.6027	256	20
824.8027	260	20
825.0027	274	24
825.2027	282	20
825.4027	259	19
825.6027	270	20
825.8027	259	20
826.0027	272	20
826.2027	255	23
826.4027	261	20
826.6027	280	20
826.8027	265	23
827.0027	261	21
827.2027	273	22
827.4027	256	20
827.6027	272	22
827.8027	265	20
828.0027	285	24
828.2027	260	21
828.4027	263	20
828.6027	259	22
828.8027	267	20
829.0027	268	21
829.2027	259	21
829.4027	255	19
829.6027	262	22
829.8027	264	19
830.0027	267	23
830.2027	260	23
830.4027	270	20
830.6027	268	21
830.8027	286	22
831.0027	266	19
831.2027	262	18
831.4027	277	24
831.6027	266	19
831.8027	269	19
832.0027	274	18
832.2027	261	19
832.4027	252	24
832.6027	269	21
832.8027	261	22
833.0027	277	20
833.2027	267	19
833.4027	258	22
833.6027	257	21
833.8027	281	21
834.0027	274	21
834.2027	285	22
834.4027	271	24
834.6027	266	22
834.8027	265	17
835.0027	279	20
835.2027	271	21
835.4027	266	21
835.6027	265	24
835.8027	284	23
836.0027	279	22
836.2027	260	24
836.4027	264	24
836.6027	267	21
836.8027	274	22
837.0027	284	22
837.2027	270	23
837.4027	266	23
837.6027	272	20
837.8027	269	20
838.0027	283	23
838.2027	267	22
838.4027	257	24
838.6027	262	22
838.8027	267	22
839.0027	267	23
839.2027	268	25
839.4027	265	24
839.6027	270	18
839.8027	271	22
840.0027	273	22
840.2027	268	23
840.4027	274	19
840.6027	274	23
840.8027	285	20
841.0027	271	21
841.2027	285	22
841.4027	277	22
841.6027	257	25
841.8027	284	24
842.0027	258	21
842.2027	259	21
842.4027	272	21
842.6027	254	19
842.8027	275	22
843.0027	280	23
843.2027	282	22
843.4027	282	21
843.6027	269	16
843.8027	298	20
844.0027	260	19
844.2027	290	21
844.4027	270	23
844.6027	265	18
844.8027	272	21
845.0027	278	22
845.2027	256	21
845.4027	271	21
845.6027	283	21
845.8027	280	20
846.0027	268	20
846.2027	258	22
846.4027	257	19
846.6027	265	18
846.8027	282	23
847.0027	272	21
847.2027	288	22
847.4027	261	19
847.6027	257	22
847.8027	271	22
848.0027	290	22
848.2027	276	20
848.4027	275	20
848.6027	280	20
848.8027	265	20
849.0027	270	23
849.2027	267	18
849.4027	259	24
849.6027	264	21
849.8027	269	21
850.0027	255	20
850.2027	270	25
850.4027	273	24
850.6027	274	23
850.8027	268	20
851.0027	265	18
851.2027	275	22
851.4027	270	22
851.6027	270	20
851.8027	261	18
852.0027	283	21
852.2027	258	21
852.4027	256	21
852.6027	265	20
852.8027	262	20
853.0027	267	22
853.2027	279	22
853.4027	263	21
853.6027	276	21
853.8027	253	22
854.0027	265	20
854.2027	268	21
854.4027	281	23
854.6027	276	25
854.8027	286	23
855.0027	274	23
855.2027	257	18
855.4027	261	19
855.6027	273	24
855.8027	271	23
856.0027	262	19
856.2027	256	21
856.4027	275	23
856.6027	249	19
856.8027	263	22
857.0027	269	23
857.2027	263	20
857.4027	248	19
857.6027	267	20
857.8027	265	19
858.0027	268	24
858.2027	280	20
858.4027	281	23
858.6027	265	22
858.8027	276	20
859.0027	261	21
859.2027	272	19
859.4027	266	21
859.6027	278	19
859.8027	263	20
860.0027	277	21
860.2027	252	20
860.4027	285	20
860.6027	276	21
860.8027	262	23
861.0027	265	20
861.2027	270	20
861.4027	260	16
861.6027	279	20
861.8027	271	22
862.0027	274	22
862.2027	273	21
862.4027	265	21
862.6027	280	22
862.8027	277	21
863.0027	272	20
863.2027	256	20
863.4027	292	22
863.6027	259	20
863.8027	270	18
864.0027	260	21
864.2027	272	21
864.4027	268	20
864.6027	268	18
864.8027	267	18
865.0027	284	23
865.2027	271	21
865.4027	264	22
865.6027	266	24
865.8027	274	21
866.0027	264	21
866.2027	265	21
866.4027	262	20
866.6027	275	23
866.8027	275	22
867.0027	270	23
867.2027	259	19
867.4027	260	22
867.6027	262	21
867.8027	264	22
868.0027	268	23
868.2027	273	19
868.4027	268	19
868.6027	274	21
868.8027	273	21
869.0027	273	20
869.2027	268	22
869.4027	262	21
869.6027	265	21
869.8027	271	22
870.0027	260	21
870.2027	274	22
870.4027	272	24
870.6027	265	21
870.8027	277	23
871.0027	270	22
871.2027	276	23
871.4027	270	24
871.6027	267	21
871.8027	276	22
872.0027	263	22
872.2027	277	24
872.4027	270	20
872.6027	277	22
872.8027	272	20
873.0027	268	20
873.2027	272	20
873.4027	266	21
873.6027	274	22
873.8027	270	21
874.0027	275	23
874.2027	256	21
874.4027	269	23
874.6027	280	22
874.8027	265	22
875.0027	257	18
875.2027	270	23
875.4027	269	22
875.6027	266	20
875.8027	274	18
876.0027	274	20
876.2027	273	20
876.4027	279	20
876.6027	276	19
876.8027	267	19
877.0027	272	22
877.2027	296	23
877.4027	269	23
877.6027	274	20
877.8027	282	22
878.0027	286	20
878.2027	270	21
878.4027	290	19
878.6027	290	22
878.8027	274	19
879.0027	262	23
879.2027	263	22
879.4027	268	20
879.6027	268	19
879.8027	284	20
880.0027	286	26
880.2027	263	20
880.4027	266	20
880.6027	276	23
880.8027	274	22
881.0027	269	21
881.2027	282	23
881.4027	277	22
881.6027	274	19
881.8027	270	21
882.0027	274	21
882.2027	297	21
882.4027	269	21
882.6027	276	22
882.8027	289	22
883.0027	268	22
883.2027	280	19
883.4027	276	21
883.6027	267	21
883.8027	280	24
884.0027	284	22
884.2027	268	21
884.4027	289	24
884.6027	265	20
884.8027	280	23
885.0027	269	21
885.2027	268	21
885.4027	264	20
885.6027	273	22
885.8027	288	23
886.0027	275	22
886.2027	268	23
886.4027	280	22
886.6027	262	18
886.8027	252	20
887.0027	266	23
887.2027	268	21
887.4027	269	20
887.6027	265	22
887.8027	268	23
888.0027	272	24
888.2027	276	25
888.4027	275	23
888.6027	276	22
888.8027	264	20
889.0027	283	23
889.2027	257	22
889.4027	282	22
889.6027	264	21
889.8027	265	20
890.0027	256	18
890.2027	258	21
890.4027	266	22
890.6027	270	25
890.8027	262	21
891.0027	270	23
891.2027	267	21
891.4027	262	21
891.6027	265	21
891.8027	273	22
892.0027	261	23
892.2027	266	22
892.4027	267	21
892.6027	270	21
892.8027	267	18
893.0027	281	21
893.2027	259	19
893.4027	270	19
893.6027	286	21
893.8027	275	19
894.0027	277	22
894.2027	259	21
894.4027	276	21
894.6027	277	19
894.8027	277	21
895.0027	277	21
895.2027	272	22
895.4027	275	22
895.6027	267	16
895.8027	277	22
896.0027	258	19
896.2027	266	19
896.4027	262	20
896.6027	275	19
896.8027	274	19
897.0027	270	22
897.2027	255	18
897.4027	286	20
897.6027	264	20
897.8027	268	21
898.0027	268	20
898.2027	269	20
898.4027	273	19
898.6027	261	19
898.8027	272	22
899.0027	270	20
899.2027	260	23
899.4027	264	21
899.6027	270	17
899.8027	276	20
900.0027	267	22
900.2027	274	21
900.4027	267	24
900.6027	266	20
900.8027	276	22
901.0027	276	20
901.2027	257	19
901.4027	270	20
901.6027	268	21
901.8027	259	18
902.0027	274	21
902.2027	286	22
902.4027	264	19
902.6027	281	22
902.8027	276	21
903.0027	279	20
903.2027	268	18
903.4027	268	18
903.6027	268	20
903.8027	264	18
904.0027	275	21
904.2027	270	22
904.4027	281	23
904.6027	275	20
904.8027	277	21
905.0027	286	20
905.2027	288	21
905.4027	280	19
905.6027	253	18
905.8027	271	23
906.0027	284	20
906.2027	263	21
906.4027	261	20
906.6027	260	21
906.8027	272	20
907.0027	276	21
907.2027	276	24
907.4027	255	19
907.6027	272	22
907.8027	262	19
908.0027	271	20
908.2027	274	22
908.4027	264	20
908.6027	267	21
908.8027	256	18
909.0027	274	19
909.2027	276	22
909.4027	268	21
909.6027	267	19
909.8027	280	21
910.0027	274	18
910.2027	289	22
910.4027	263	20
910.6027	282	21
910.8027	286	23
911.0027	283	21
911.2027	268	22
911.4027	276	21
911.6027	278	21
911.8027	273	21
912.0027	291	22
912.2027	290	21
912.4027	264	19
912.6027	264	19
912.8027	267	19
913.0027	280	22
913.2027	268	20
913.4027	271	20
913.6027	271	20
913.8027	269	20
914.0027	282	24
914.2027	283	25
914.4027	272	20
914.6027	276	20
914.8027	275	21
915.0027	268	20
915.2027	261	22
915.4027	267	20
915.6027	263	21
915.8027	275	22
916.0027	282	20
916.2027	266	18
916.4027	282	22
916.6027	274	23
916.8027	277	22
917.0027	276	20
917.2027	284	20
917.4027	269	22
917.6027	266	19
917.8027	277	21
918.0027	270	22
918.2027	281	21
918.4027	270	19
918.6027	275	22
918.8027	291	20
919.0027	275	20
919.2027	268	20
919.4027	273	19
919.6027	271	21
919.8027	284	21
920.0027	277	22
920.2027	271	19
920.4027	282	20
920.6027	266	24
920.8027	270	22
921.0027	279	22
921.2027	269	19
921.4027	270	20
921.6027	274	21
921.8027	283	21
922.0027	272	22
922.2027	277	21
922.4027	271	19
922.6027	263	20
922.8027	277	22
923.0027	280	21
923.2027	265	19
923.4027	263	21
923.6027	261	22
923.8027	280	20
924.0027	275	23
924.2027	271	23
924.4027	276	21
924.6027	273	19
924.8027	272	17
925.0027	277	24
925.2027	277	22
925.4027	276	22
925.6027	279	22
925.8027	274	20
926.0027	290	22
926.2027	291	19
926.4027	282	20
926.6027	274	23
926.8027	268	21
927.0027	279	21
927.2027	270	22
927.4027	269	21
927.6027	293	20
927.8027	260	22
928.0027	259	18
928.2027	285	19
928.4027	260	22
928.6027	269	21
928.8027	270	20
929.0027	262	23
929.2027	285	21
929.4027	270	25
929.6027	267	22
929.8027	257	21
930.0027	259	22
930.2027	257	21
930.4027	272	24
930.6027	262	20
930.8027	257	22
931.0027	269	20
931.2027	277	21
931.4027	279	23
931.6027	280	23
931.8027	272	22
932.0027	279	21
932.2027	275	23
932.4027	272	22
932.6027	272	24
932.8027	263	22
933.0027	276	20
933.2027	283	23
933.4027	269	21
933.6027	279	21
933.8027	262	22
934.0027	276	24
934.2027	273	21
934.4027	268	20
934.6027	277	23
934.8027	265	19
935.0027	293	20
935.2027	265	21
935.4027	268	22
935.6027	259	23
935.8027	268	22
936.0027	256	22
936.2027	277	21
936.4027	268	21
936.6027	252	21
936.8027	267	20
937.0027	282	20
937.2027	282	21
937.4027	280	23
937.6027	273	19
937.8027	273	20
938.0027	270	20
938.2027	287	25
938.4027	271	21
938.6027	270	19
938.8027	262	18
939.0027	273	20
939.2027	263	20
939.4027	267	20
939.6027	274	19
939.8027	282	21
940.0027	282	22
940.2027	288	21
940.4027	277	22
940.6027	265	20
940.8027	277	21
941.0027	290	21
941.2027	271	21
941.4027	275	21
941.6027	276	20
941.8027	268	20
942.0027	278	19
942.2027	260	21
942.4027	269	19
942.6027	280	17
942.8027	276	19
943.0027	273	20
943.2027	274	19
943.4027	277	19
943.6027	280	19
943.8027	280	18
944.0027	277	21
944.2027	275	17
944.4027	278	19
944.6027	293	19
944.8027	288	20
945.0027	285	19
945.2027	278	20
945.4027	274	20
945.6027	276	19
945.8027	274	21
946.0027	288	21
946.2027	275	19
946.4027	286	20
946.6027	271	21
946.8027	264	20
947.0027	283	18
947.2027	271	21
947.4027	278	20
947.6027	273	20
947.8027	286	20
948.0027	279	22
948.2027	290	21
948.4027	276	21
948.6027	274	19
948.8027	275	18
949.0027	280	19
949.2027	288	19
949.4027	292	20
949.6027	279	17
949.8027	269	20
950.0027	273	21
950.2027	290	18
950.4027	269	19
950.6027	290	19
950.8027	276	17
951.0027	279	21
951.2027	295	21
951.4027	277	21
951.6027	276	18
951.8027	277	18
952.0027	280	21
952.2027	269	18
952.4027	290	17
952.6027	275	19
952.8027	280	19
953.0027	287	18
953.2027	279	19
953.4027	271	19
953.6027	296	21
953.8027	276	22
954.0027	280	20
954.2027	292	20
954.4027	274	22
954.6027	278	19
954.8027	270	19
955.0027	275	21
955.2027	282	20
955.4027	291	20
955.6027	276	19
955.8027	291	20
956.0027	285	20
956.2027	277	18
956.4027	284	21
956.6027	271	18
956.8027	265	18
957.0027	280	21
957.2027	289	20
957.4027	267	22
957.6027	276	20
957.8027	284	20
958.0027	276	22
958.2027	277	21
958.4027	288	19
958.6027	291	19
958.8027	273	20
959.0027	291	22
959.2027	276	18
959.4027	281	21
959.6027	269	17
959.8027	282	19
960.0027	280	19
960.2027	273	18
960.4027	285	19
