Timestep	No_Moles	No_Specs
1244.2027	295	19
1244.4027	271	17
1244.6027	290	18
1244.8027	288	18
1245.0027	284	16
1245.2027	284	16
1245.4027	283	15
1245.6027	292	16
1245.8027	290	16
1246.0027	293	17
1246.2027	275	16
1246.4027	271	17
1246.6027	295	17
1246.8027	278	16
1247.0027	271	15
1247.2027	283	15
1247.4027	283	17
1247.6027	286	18
1247.8027	296	17
1248.0027	277	16
1248.2027	297	19
1248.4027	287	17
1248.6027	294	17
1248.8027	286	18
1249.0027	275	17
1249.2027	270	16
1249.4027	280	17
1249.6027	288	19
1249.8027	284	15
1250.0027	285	18
1250.2027	281	15
1250.4027	277	16
1250.6027	276	16
1250.8027	279	20
1251.0027	283	17
1251.2027	287	14
1251.4027	303	17
1251.6027	281	19
1251.8027	275	16
1252.0027	296	17
1252.2027	281	19
1252.4027	291	17
1252.6027	287	18
1252.8027	290	18
1253.0027	279	16
1253.2027	277	17
1253.4027	283	17
1253.6027	281	20
1253.8027	295	16
1254.0027	281	16
1254.2027	279	16
1254.4027	290	17
1254.6027	286	16
1254.8027	277	19
1255.0027	308	20
1255.2027	292	17
1255.4027	292	17
1255.6027	290	19
1255.8027	281	18
1256.0027	285	16
1256.2027	295	17
1256.4027	297	18
1256.6027	290	16
1256.8027	278	18
1257.0027	296	17
1257.2027	300	17
1257.4027	289	18
1257.6027	280	16
1257.8027	296	20
1258.0027	291	17
1258.2027	282	16
1258.4027	275	17
1258.6027	285	15
1258.8027	277	15
1259.0027	306	18
1259.2027	289	17
1259.4027	288	16
1259.6027	290	17
1259.8027	294	16
1260.0027	306	16
1260.2027	268	14
1260.4027	291	19
1260.6027	288	18
1260.8027	290	17
1261.0027	278	16
1261.2027	274	13
1261.4027	273	16
1261.6027	276	16
1261.8027	293	14
1262.0027	285	17
1262.2027	287	16
1262.4027	280	16
1262.6027	270	20
1262.8027	287	19
1263.0027	291	19
1263.2027	290	19
1263.4027	303	19
1263.6027	279	16
1263.8027	290	16
1264.0027	275	16
1264.2027	302	20
1264.4027	293	16
1264.6027	304	20
1264.8027	292	20
1265.0027	278	18
1265.2027	286	16
1265.4027	281	16
1265.6027	287	19
1265.8027	299	17
1266.0027	300	17
1266.2027	287	19
1266.4027	281	18
1266.6027	286	16
1266.8027	295	15
1267.0027	291	19
1267.2027	300	18
1267.4027	283	18
1267.6027	288	17
1267.8027	302	17
1268.0027	309	17
1268.2027	289	20
1268.4027	297	17
1268.6027	296	19
1268.8027	302	18
1269.0027	293	19
1269.2027	295	18
1269.4027	294	18
